,title,date_time,email_message
119,"Benefit package : Compensation Adjustment, Salary-Increase, Insurance Revision for [user]@cornell.edu","Wed, 09/20/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""769503d9-1d9f-454c-bee6-ff9803178326"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/ms-qr-phish.png"" width=""799"" height=""680"" alt=""A fake Microsoft-branded notification prompting the recipient to scan a QR code to access their files.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
120,CHECKING UPDATE,"Fri, 10/06/2023 - 12:00","<p>Hi,&nbsp;</p>

<p>I will like to update my checking account to a new one before the next payday, can you help in getting this done if i could send you my new banking information please?</p>

<p>All the best,<br>
[Spoofed Name]</p>
"
121,Important: Actions are required for your account,"Wed, 09/20/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""8717adf0-7a4f-4933-b8cd-6745478d481c"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-lastpass-phish.png"" width=""719"" height=""802"" alt=""A fake LastPass-branded notification with the heading &quot;Verification of your personal data&quot; with a red &quot;Confirm my information&quot; button.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
122,Q.R Generated,"Wed, 09/20/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""dbbe168a-434e-4faa-a8c0-7754d797f02d"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-5.jpg"" width=""1770"" height=""1262"" alt=""A fake Microsoft-branded notification with the heading &quot;Update your email account&quot; asking the recipient to scan a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
123,"Action Required:. Microsoft 2FA Alert Wednesday, September 20, 2023","Wed, 09/20/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""5054b335-83a2-4f6f-a2cc-30953e14d372"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-7.jpeg"" width=""1446"" height=""1086"" alt=""A fake Microsoft-branded notification with the heading &quot;Microsoft 2FA Policy Update&quot; asking the recipient to scan a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
124,Available Position For Research Assistant,"Wed, 09/20/2023 - 12:00","<p>Cornell University is seeking research assistants who are open to working remotely and getting a $350 weekly pay.<br>
Participants in the study might be University students from any department. To acquire the position description and other application requirements, text Professor [Spoofed Name] at [phone number] with your full name, email address, year of study, and department.<br>
Best wishes.<br>
Professor of Computer Science, [Spoofed Name]</p>
"
125,REMOTE INTERN ASSISTANT POSITION,"Wed, 09/20/2023 - 12:00","<p>FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES - CORNELL UNIVERSITY</p>

<p>In reference to the above subject</p>

<p>The Cornell State University will be hiring undergraduate students this week as Interns for a remote position. The aim of this position is to help struggling students cover expenses incurred here on campus. Tasks can be carried out at leisure, taking at most 1 hour per day, 7 hours a week with a weekly pay of $350 as compensation for services rendered.</p>

<p>It is a Flexible Opportunity where you will determine your working time. Since this is a ""Remote"" Position, tasks can be carried out from home or on campus. We are currently working on a Research that would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Interested students, Kindly contact Professor [name] via text at (***) ***-**** stating your full name, email, department and year of study regarding the job description and further application requirements.</p>

<p>Please Note: Slots are Limited and Consideration will be given on a first come first serve basis.</p>

<p>[name],<br>
The Student Services Recruitment Specialist,<br>
Cornell State University.</p>
"
126,(Attention [Name]) Re-authenticate 2 Factor Authentication (2Fa) Wednesday-September-2023 [Time] [AM/PM],"Wed, 09/20/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""1c23d011-2593-4d5e-8f0a-d0dd459cfa0b"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-6.png"" width=""868"" height=""695"" alt=""A fake Microsoft-branded notification asking the recipient to scan a QR code to avoid being locked out of their email account.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
127,MODIFY MY DIRECT DEPOSIT,"Wed, 09/20/2023 - 12:00","<p>Hello [Name],</p>

<p>I would appreciate it if you could assist me in updating my bank information prior to the processing of the upcoming payroll.<br>
Kindly provide me with the essential instructions or prerequisites for completing this modification.</p>

<p>Regards<br>
[Spoofed Name]<br>
Associate Director, Facilitation at Cornell University.</p>
"
128,Student Research Employment,"Wed, 09/20/2023 - 12:00","<p>Cornell University, Department of History Needs the services of students as research assistants. They are to work remotely and get paid $600 Weekly...</p>

<p>The research position is open to students from any department in the institution, and tasks can be done out remotely. It gives students opportunities to study and earn money without affecting academic study or time.Tasks can be carried out remotely with less work time a week.</p>

<p>If you're interested kindly Text Professor [name]on Instagram at ( [account] ) message Only. acknowledging your full name, email address, year of study, a and department to receive the job description and further application requirements</p>

<p>Best regards.&nbsp;<br>
Department of History&nbsp;<br>
Cornell University</p>
"
129,**PAYCHECK FOR THE PURCHASE OF OFFICE SUPPLIES**,"Wed, 09/20/2023 - 12:00","<p>Good Day [Name],</p>

<p>You are receiving this e-mail because your information has been registered and will be scheduled for weekly payments directly from the Payroll Department. The Paycheck that covers the expenses for the office supplies you will be working with is attached in this email. A Sales Representative will be assigned to assist you with the purchase of these items once the funds are available from this deposit. Kindly proceed to make a mobile deposit and contact your professor in charge once completed for clearance purposes. Further Assignments as well as your employment documents will be sent once the supplies are delivered. Kindly inform your professor letting him know that you have received this email.</p>

<p>I have outlined Instructions on how to make a mobile deposit below.</p>

<p>Print out and cut it to a ( check size/shape ) At the back of your check endorse by writing your</p>

<p>Full name</p>

<p>For Mobile Deposit Only at *financial institution name*</p>

<p>Signature.</p>

<p>Once you are done, you make a mobile deposit on your mobile banking app and save a copy.</p>

<p>Thank You.Best Wishes,Payroll.</p>

<p></p>

<p></p>

<p><em>Please do not reply to this email message. It was sent from a notification-only address that cannot accept incoming email.</em></p>
"
130,Research Assistants Needed,"Wed, 09/20/2023 - 12:00","<p>Cornell University, Department of Computer Science urgently requires the services of Graduate and Undergraduatestudents to assist with research projects on campus. The successful candidates will work closely with our research team to support ongoing data collection, and analysis . They are to work remotely and get paid $400 weekly.</p>

<p>Responsibilities:</p>

<p>Assist with the design and implementation of research projects on campus<br>
Conduct literature reviews and summarize key findings<br>
Collect and analyze data using appropriate statistical methods<br>
Prepare and present findings to the research team<br>
Perform administrative duties such as scheduling, data entry, and record keeping<br>
Assist with writing research reports and manuscripts for publication<br>
Recruit participants and conduct research studies<br>
Qualifications:</p>

<p>Excellent organizational and time management skills<br>
Strong attention to detail<br>
Availability to work on campus or remotely<br>
Proficient in Microsoft Office (Word, Excel, PowerPoint)<br>
This is a part-time position with a flexible schedule, and the successful candidate will work approximately 7 hours per week. The position offers valuable research experience, and the opportunity to work with a dynamic and collaborative research team on campus.</p>

<p><br>
To proceed with the application process and other eligibility descriptions, submit your resume for review .</p>

<p>Best Regards,</p>

<p><br>
C/O</p>

<p>[name]</p>

<p>Professor; Computer Science</p>
"
131,UNDERGRADUATE AND ALUMNI REMOTE JOB OFFEER,"Tue, 09/19/2023 - 12:00","<p>FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES - CORNELL&nbsp;<br>
UNIVERSITY</p>

<p>In reference to the above subject</p>

<p>The Cornell State University will be hiring undergraduate students this&nbsp;<br>
week as Interns for a remote position. The aim of this position is to&nbsp;<br>
help struggling students cover expenses incurred here on campus. Tasks&nbsp;<br>
can be carried out at leisure, taking at most 1 hour per day, 7 hours a&nbsp;<br>
week with a weekly pay of $350 as compensation for services rendered.</p>

<p>It is a Flexible Opportunity where you will determine your working time.&nbsp;<br>
Since this is a ""Remote"" Position, tasks can be carried out from home or&nbsp;<br>
on campus. We are currently working on a Research that would require the&nbsp;<br>
services of Students (Graduate/Undergraduate) of any Department of the&nbsp;<br>
Institution to Obtain a Remote Position in this Research. Interested&nbsp;<br>
students, Kindly contact Professor [Spoofed Name] via mail at&nbsp;<br>
{[username]@gmail.com} stating your full name, email, department&nbsp;<br>
and year of study regarding the job description and further application&nbsp;<br>
requirements.</p>

<p>Please Note: Slots are Limited and Consideration will be given on a&nbsp;<br>
first come first serve basis.</p>

<p>[Spoofed Name],<br>
The Student Services Recruitment Specialist,<br>
Cornell State University.</p>
"
132,Action Required: Authentication Request for Data Center Systems Cornell University - Tuesday September 2023,"Tue, 09/19/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""cea4d492-07bd-45fc-8ac8-cb40f42da580"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-9.png"" width=""627"" height=""791"" alt=""A fake Microsoft-branded notification with the heading &quot;Microsoft Security Policy&quot; directing the recipient to scan a QR code to avoid getting locked out of their account.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
133,Re-authenticate 2 Factor Authentication (2Fa) | Monday-September-2023 [Time] [AM/PM] for [netid]@cornell.edu,"Tue, 09/19/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""9d9fd3ae-098a-4b7d-8881-1468829a7568"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-8.jpg"" width=""1270"" height=""900"" alt=""A fake Microsoft-branded notification with the heading &quot;Password Expiration Notice&quot; directing the recipient to scan a QR code to keep their password.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
134,ACTION REQUIRED: [NetID]-Re-Authenticate 2FA-Monday-September-2023 [Time] [AM/PM],"Tue, 09/19/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""5ac1e7a1-478f-493f-94b4-702cba2e929c"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-10.jpeg"" width=""1500"" height=""1016"" alt=""A fake Microsoft-branded notification with the heading &quot;Security Authentication (2FA)&quot; directing the recipient to scan a QR code to update their password.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
135,You missed a VM | Transcription Available Play_Now 02min57secs__3pm| Tuesday-September-2023 [Time] [AM/PM],"Tue, 09/19/2023 - 12:00","<p>[Blank message body, has a .htm attachment typically named ATT0000#.htm]</p>
"
136,"salary augmentation, bonus allocation, compensation adjustment, insurance revision, and the updating of the benefit package for [name].","Mon, 09/18/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""769503d9-1d9f-454c-bee6-ff9803178326"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/ms-qr-phish.png"" width=""799"" height=""680"" alt=""A fake Microsoft-branded notification prompting the recipient to scan a QR code to access their files.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
137,Important_ Reference No. 1110025794_ Completed Message,"Mon, 09/18/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""7e2e14ee-bd1f-4889-a3d6-152ddc159a4b"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-gotodoc-phish.png"" width=""711"" height=""440"" alt=""A fake document notification with the heading &quot;Signed and Filed, You have a secure Fax PDF delivered by Citrix ShareFile 2023&quot; with a &quot;GoTo Document&quot; link.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
